customer_id,feedback,rating
HVSE07Q3YT,Billing issues observed.,5
A4P02XG1F3,Facing frequent call drops.,1
CU7TC2NUX6,Good value for money.,2
7BO8I5KXFD,Good value for money.,3
UHALMLJQTA,Customer service was very helpful.,1
SFA0IBJ2WS,Not happy with the service.,4
WU8D2UOP61,Not happy with the service.,1
TYMNQMUHTZ,4G speed is impressive.,4
61WDQLOSER,Not happy with the service.,5
6KEDPRODBB,Good value for money.,2
CNC0FJ7KVQ,Facing frequent call drops.,5
Y5S75A73F2,Billing issues observed.,2
VEJA3XF66E,Good network coverage.,4
C6L7XDPUH7,Satisfactory experience.,5
R94YADI25M,Good network coverage.,3
61NWVBU7CA,Billing issues observed.,4
82C73YQDAO,Satisfactory experience.,4
LWGAMB4ZZW,Had trouble with international roaming.,5
QGN8SB9O90,Excellent service!,4
KXC7WQJN73,Good network coverage.,5
OP6QQ589XI,Good value for money.,4
QSK37I34S4,Billing issues observed.,3
J160TEP1PH,Satisfactory experience.,2
O0AZ7ZHKX4,Excellent service!,2
4AWITAHOZV,Had trouble with international roaming.,3
BI5E94JPBY,Satisfactory experience.,5
FS9DUI14KY,Not happy with the service.,3
8ALJ2L3RLW,Customer service was very helpful.,4
WN7S3SYXFZ,Good value for money.,3
ZL8Q8WM2DW,Not happy with the service.,1
4YPQ7IJ5HT,Had trouble with international roaming.,2
TPEOQEGCTJ,Satisfactory experience.,5
CZDNZ0JMHV,Had trouble with international roaming.,5
V9NFAEDUPO,Not happy with the service.,3
Q3CBZ6ZUJU,Facing frequent call drops.,4
OXRR40ARJN,Satisfactory experience.,3
L04B7ZO3SW,Satisfactory experience.,2
C5DPES0C5C,Facing frequent call drops.,4
V0H084B3FA,Billing issues observed.,2
XAXVDY5JS4,Customer service was very helpful.,4
GAMCZPW563,Not happy with the service.,2
U9NQZTDEJM,Good network coverage.,3
SCSCKMTEOQ,4G speed is impressive.,5
YIM3AY51IL,Satisfactory experience.,2
KPOM4GE44U,Had trouble with international roaming.,2
QTDAPUYKO0,Good value for money.,2
YF5PXLLHV5,Billing issues observed.,2
ZZX3USG92W,Satisfactory experience.,5
VX3K3D53OA,Excellent service!,1
DMLR8SCT7R,Good network coverage.,3
C07CT9WFOY,Good network coverage.,3
W7C132JNTM,Facing frequent call drops.,3
020WJCHN5O,4G speed is impressive.,4
O0GR964VAX,Customer service was very helpful.,5
0IUH3DJONI,Good network coverage.,3
GRL0JQOT3A,Facing frequent call drops.,1
D0VUZ21QW5,Facing frequent call drops.,3
OX4PERA7EL,Facing frequent call drops.,5
8N4I413SLE,Had trouble with international roaming.,2
AR40JKR97S,4G speed is impressive.,4
U716Q0GMYT,Satisfactory experience.,2
QRVMICDATW,Not happy with the service.,1
OAKTKZNP37,Excellent service!,2
SQFIGG8YCD,Satisfactory experience.,1
J48DQD9GUH,Good network coverage.,5
X9FE1TWK1Z,4G speed is impressive.,3
NA9WAXGOJA,Good network coverage.,4
O5UG27JQM2,Satisfactory experience.,1
44GT497VID,Good value for money.,2
K2AHCX3ZLF,Good network coverage.,1
Y30S3W6EPB,Satisfactory experience.,1
EI8BZUNOB1,Not happy with the service.,2
LA5OZTX9N0,Good value for money.,5
JR9D8YEVM3,Not happy with the service.,1
BJRC263UOU,Customer service was very helpful.,4
1QM7YZMPAO,Satisfactory experience.,3
S7O5ZGS39G,Had trouble with international roaming.,4
X3PEKMNWEM,Good value for money.,4
G3F60A3BGI,Good value for money.,4
XS9GDIFA68,Not happy with the service.,4
LCUID8USK4,Excellent service!,4
MRJ3JTFET2,Had trouble with international roaming.,1
P8PFJ5IE8R,Had trouble with international roaming.,3
Q7LFM6BYYD,Had trouble with international roaming.,1
EJ9PVLPXMN,Good network coverage.,3
ADNKZP21GK,Customer service was very helpful.,5
2CYJ4BZZN8,Excellent service!,2
J1P9YR7MUX,Had trouble with international roaming.,3
HJUVD73OJ2,Satisfactory experience.,3
4HUFUNZAXI,Good value for money.,1
TIO6BF30Z1,Billing issues observed.,5
EU0QG32HRX,Not happy with the service.,4
2T8QQFM5W3,Satisfactory experience.,5
7QYDB83RJQ,Good value for money.,2
C70GSWO143,Had trouble with international roaming.,1
EJBKKK8MUD,Facing frequent call drops.,5
HB1A6VLY35,Customer service was very helpful.,4
N4O5RM758S,Had trouble with international roaming.,2
37SNZ8CYHE,Billing issues observed.,4
DBIE7SGH7C,Customer service was very helpful.,1
KFVYO02CG4,Good network coverage.,4
U6OMEC2F5M,Had trouble with international roaming.,3
61DWEZA5SH,Excellent service!,1
ZG3XFBO7JY,Satisfactory experience.,3
3R6CCP0X2T,4G speed is impressive.,3
9491U9AT8N,Not happy with the service.,4
KIWMDUSC25,Facing frequent call drops.,3
62KEF2L6A7,Satisfactory experience.,2
P8RDKY8M47,Satisfactory experience.,5
BUXBKJI00A,Not happy with the service.,4
566NI2VPBM,Excellent service!,2
3U2UMJ9VEQ,Good network coverage.,4
31I7MOSWJU,Facing frequent call drops.,4
HDLZB2UPU8,Good value for money.,4
XOPX8AOJPM,Good network coverage.,3
4GUZ6UG6DE,Good value for money.,2
CFZEWTVLTX,Facing frequent call drops.,1
PH7GUIAJ35,Good value for money.,5
FY6R339FU8,Billing issues observed.,4
DVPXLYXKD5,Had trouble with international roaming.,1
I46G8G48NH,Had trouble with international roaming.,1
O7H5QR2SWG,Billing issues observed.,4
5T255TBIVI,Not happy with the service.,1
NT1U6LDGFZ,4G speed is impressive.,4
N9A1YQTPFQ,Excellent service!,3
NM2H1KQEJF,Billing issues observed.,2
RFWNRQ54EV,Had trouble with international roaming.,3
L4RZSMGXIW,Good network coverage.,4
PQ8FL9H0RT,Had trouble with international roaming.,4
243XTEPMEW,4G speed is impressive.,5
W0LEI6YV5X,Billing issues observed.,5
6FV0L2TD3B,Satisfactory experience.,3
084WTWYF9I,Had trouble with international roaming.,4
8LRYKSQ20I,Customer service was very helpful.,1
YA45DLB1N5,Customer service was very helpful.,4
GT7NZQ0KWS,Good value for money.,2
YT8EWTOJJ5,Excellent service!,2
FSB47CA4YC,Excellent service!,1
HKRUV7WPWN,Good value for money.,4
M0M5IFTBKF,Satisfactory experience.,1
DUMXFVQMRJ,4G speed is impressive.,4
GCDJD5HRK4,Facing frequent call drops.,5
MQRE9JJG49,Customer service was very helpful.,3
1WPQXL2YV9,4G speed is impressive.,5
ULPF7JD5N0,Good network coverage.,5
Q70TTR008Y,Had trouble with international roaming.,4
E1PND0VTUO,Had trouble with international roaming.,5
4ZY7KLGVJS,Facing frequent call drops.,1
XMYED9UDEW,Facing frequent call drops.,3
1WC4X8KF1W,Customer service was very helpful.,1
0MFVDXQCM0,Billing issues observed.,4
C88P9VJSQ0,Customer service was very helpful.,2
6IDZ09BXZ1,Satisfactory experience.,4
3NDFNCB70D,Excellent service!,1
PHU7EAC26Q,Excellent service!,4
O0JTJF8RJ4,Had trouble with international roaming.,4
LDUPW9H4O3,4G speed is impressive.,4
I2IZ288P7K,Good network coverage.,3
47LR2R79DI,Satisfactory experience.,4
7HNFV6RKZD,Had trouble with international roaming.,5
8JWRPBU4TZ,Good value for money.,2
1S5R6APUJA,4G speed is impressive.,3
T17QXD0CWL,Billing issues observed.,4
TH6IZTYCW2,Had trouble with international roaming.,2
ZVOBPPIYTL,Not happy with the service.,4
SBGINCPFRX,Satisfactory experience.,1
41GP2MECV3,Satisfactory experience.,3
UGTL3EIP61,Good value for money.,2
3BBEFW6VJZ,Customer service was very helpful.,2
H96LQYVK56,Good network coverage.,2
UJZ3B3VTZ9,Customer service was very helpful.,4
AXTANA7SW1,Excellent service!,1
SDMNVHVEKQ,Not happy with the service.,3
4S34K15F9O,Satisfactory experience.,1
LRIUERA78A,Customer service was very helpful.,1
H9J790B20U,Customer service was very helpful.,3
ILUCJR7X3N,Satisfactory experience.,5
8OT5IXO1LD,Customer service was very helpful.,1
7HR1SB8P9X,Customer service was very helpful.,3
CAH6GYA2HG,Excellent service!,1
PZ244X6WOU,Excellent service!,3
IRKL4AN157,Good network coverage.,4
W7XPYGYGXR,Good value for money.,5
KEXQDJAFDJ,Good value for money.,5
JNH2WGO3V3,Not happy with the service.,1
1T399MI7QS,Good network coverage.,3
3WAD532S16,Excellent service!,4
GXGOLJQZY0,Facing frequent call drops.,4
ZJJN9QK1RL,Had trouble with international roaming.,3
5WYWVWYDAG,Not happy with the service.,3
1X2AO1OCVF,Good value for money.,5
7EB3N42CNQ,Facing frequent call drops.,1
H8IWF8EZY0,Satisfactory experience.,3
FTCK25IEZG,Not happy with the service.,3
CLSAGNWHZ6,Excellent service!,5
AKRGYPXD3D,Not happy with the service.,3
UCBUK0A5AL,Satisfactory experience.,3
U18IQRVK0I,Customer service was very helpful.,4
XTS5EV5XTA,Good network coverage.,4
36H9KMGGRU,Good network coverage.,5
07MUB1U4IE,Billing issues observed.,2
05BIBEZHUR,Good network coverage.,2
41E03QRKM2,Customer service was very helpful.,4
KELKXNAP7X,4G speed is impressive.,4
TYKOJNLQK8,Satisfactory experience.,5
P7GNRSZXYW,Not happy with the service.,3
2PEEODDR4W,Had trouble with international roaming.,1
R9KRQWU2V0,Good network coverage.,5
EVTULOLJEK,Satisfactory experience.,2
RMM84HYMC1,Billing issues observed.,5
C2PS515S2A,Billing issues observed.,3
R7V2SJEM3H,Facing frequent call drops.,5
BX38CBOOHG,Facing frequent call drops.,3
FXVYAJVFNN,Satisfactory experience.,4
361YDZYLEI,Satisfactory experience.,4
HYOYDBPH9T,4G speed is impressive.,2
VRF2LC8JPQ,Satisfactory experience.,1
U89N260DQB,Customer service was very helpful.,3
N4KFYNEXSJ,Good network coverage.,2
GL2TVWJH0B,Billing issues observed.,2
0C23OTUTGG,Customer service was very helpful.,5
3ZNC7OO303,Billing issues observed.,1
PBBXFS52CD,Satisfactory experience.,4
AFL1ZFRSEV,Had trouble with international roaming.,2
DGE3Z9940B,4G speed is impressive.,1
G07VK6WM5C,Good value for money.,3
SOORTVAKB3,Had trouble with international roaming.,3
U4Y3VOG1H2,4G speed is impressive.,1
DX8GHBR8JP,Satisfactory experience.,5
ZA85FAO4OU,Had trouble with international roaming.,2
SWP7E4L7MX,Satisfactory experience.,5
8EAADQ2T0P,Customer service was very helpful.,1
8322Y2Q6QO,Good value for money.,1
ZJ5G7YFVAI,Good network coverage.,2
IT724WLGU7,Customer service was very helpful.,4
2JAYLIT56C,Not happy with the service.,2
ONRKP2W8T7,Satisfactory experience.,2
ZJDQ5NK7NC,Good value for money.,3
5AF4MYOIJH,Excellent service!,3
NYC016YVUJ,Good network coverage.,3
3A97LYNL3A,Excellent service!,3
8U7ARLNZ5C,Good network coverage.,3
5KY04IVS5W,Billing issues observed.,4
HZDGV2JYU1,Had trouble with international roaming.,2
AAIXCPDM5J,Good value for money.,2
1SKARNL1LY,Good value for money.,1
NJUILY2FOQ,Not happy with the service.,2
WRHVH9HSXE,Not happy with the service.,1
CYYHVE7LY3,Billing issues observed.,4
T8WAQLG7G1,Billing issues observed.,1
ML8EHT0CUJ,Satisfactory experience.,3
FDYDB2WDYO,Customer service was very helpful.,3
Z1K6PLLXB4,Facing frequent call drops.,2
H6392UIB3E,Good network coverage.,1
X01VWKSB5Y,4G speed is impressive.,5
OQ9B2EXIDK,Excellent service!,3
DTLL7MTH7F,Good network coverage.,4
B04KJIYX52,Had trouble with international roaming.,4
3K471GEE76,Excellent service!,4
CQGXUCAFZU,Satisfactory experience.,4
JA6NR1VOFC,Customer service was very helpful.,5
PQ2QUNJGYT,4G speed is impressive.,2
RH3NG44XSC,4G speed is impressive.,3
2GFEJZ7Q0P,Good network coverage.,2
2F0B6K8TZD,Good value for money.,4
TRVOXEGD5M,Satisfactory experience.,5
9RCQUQBUJR,Facing frequent call drops.,2
Z5SKZRR1RD,Good value for money.,4
NUPC7VV0QQ,4G speed is impressive.,5
EY5DRXGIR8,Facing frequent call drops.,4
CBD50V5SFG,Satisfactory experience.,5
3P1Q9M7KC0,Facing frequent call drops.,2
6EHYVOL922,Not happy with the service.,5
EZQCI4VAY8,Satisfactory experience.,5
7GDVQELUXG,Satisfactory experience.,2
389RLAB9L7,Customer service was very helpful.,5
8LT1E8FCAF,Excellent service!,1
G5N09I3DH7,Good network coverage.,3
9E2KK7QLS5,Good value for money.,1
S7OIOQTLRR,Had trouble with international roaming.,2
4EMIYH3GJV,Good value for money.,2
BYRA59J5CW,Had trouble with international roaming.,5
JYB32XIEPK,Facing frequent call drops.,1
0LM1MC4KOD,Satisfactory experience.,3
S5YKREUORG,Not happy with the service.,4
XLI9URZADU,Facing frequent call drops.,4
P5FQ3K1LJ8,Customer service was very helpful.,1
BIUDYPTPX5,Billing issues observed.,4
MHQAKCVFLU,Had trouble with international roaming.,2
JYLELO8J6I,Excellent service!,3
68H8D9AKPK,Had trouble with international roaming.,4
R81C1UMZ2K,Customer service was very helpful.,3
3M7HRU64KE,Satisfactory experience.,2
YUIHW25ET7,4G speed is impressive.,3
EQW9OM668A,Good network coverage.,2
AVPHX61H8I,Not happy with the service.,4
3IQ25ARK8C,Good network coverage.,2
QSAB6ZA33G,4G speed is impressive.,4
WO9X94EE4A,Good network coverage.,4
CU2A149B2Y,Good value for money.,3
UZH4RATW5X,4G speed is impressive.,3
O8R19QASOB,Customer service was very helpful.,3
T8AN803V0B,Good network coverage.,2
EL5MFOJB3O,Satisfactory experience.,4
8U6T5D4CYN,Good network coverage.,3
NBXZW8NDNZ,Not happy with the service.,2
9NAJVQBF3L,Had trouble with international roaming.,5
9TLMBIDHVD,Good value for money.,5
SKFFAD2TG0,Had trouble with international roaming.,5
X9AHVU46I2,4G speed is impressive.,2
ZFYX9MJLV7,Customer service was very helpful.,2
W61CFPWUWL,Excellent service!,1
UJTO7XEIUW,4G speed is impressive.,5
MJW4ZLPSB6,Customer service was very helpful.,4
KYLG0ESAM0,4G speed is impressive.,5
0I622N92HA,Good network coverage.,5
J7WC66ON5H,Had trouble with international roaming.,2
M5249S2IPA,Customer service was very helpful.,3
7ATP0OKR1K,Not happy with the service.,3
6KJDTOZ4SO,Good network coverage.,3
YBL0OBD66X,Billing issues observed.,2
3UVMSJH4Y3,Facing frequent call drops.,4
NL4ITQ5M7O,Good network coverage.,1
6L2LJF4ALV,Good value for money.,1
GTD0XLEYPB,Had trouble with international roaming.,5
BGZ312U49I,Billing issues observed.,1
IHW86TCEL2,4G speed is impressive.,1
LFKV25NYUF,Had trouble with international roaming.,3
IPTNV4ZCKF,Facing frequent call drops.,3
QNIFHBVXGN,Billing issues observed.,4
64FBUJJNFU,Not happy with the service.,4
TM85GY719C,Good network coverage.,3
OJ8FT3MGJK,4G speed is impressive.,1
P614R92LN8,Not happy with the service.,1
296T350R6W,4G speed is impressive.,5
H5ZQGNM6KD,Billing issues observed.,5
R57KLBBGR6,Good network coverage.,3
RD8U3XDJX2,4G speed is impressive.,4
0HX94SRW1R,4G speed is impressive.,1
SWIQKJBXG3,Had trouble with international roaming.,2
NGRPTM7XVD,Billing issues observed.,1
PYMYNXW62A,Had trouble with international roaming.,1
KE1QXSY8NY,Customer service was very helpful.,1
GSWPJSTJEF,Had trouble with international roaming.,4
FKDJIJLKLE,Had trouble with international roaming.,1
FY49OTQ4M8,Good network coverage.,1
PT3R57VJNR,Excellent service!,5
80LQA345UX,Billing issues observed.,3
0A9MSCYM4A,Billing issues observed.,1
IEQTETRWMF,Facing frequent call drops.,5
QQF5APIZ60,Had trouble with international roaming.,4
WKJ0VXQFIY,Good network coverage.,5
MNF9IRM3HL,Good value for money.,1
1CDSVHX0YZ,Had trouble with international roaming.,2
8N8AX5RH8B,Good network coverage.,5
UQA8IDCX8X,Good network coverage.,3
CAEZVQ4R5E,Had trouble with international roaming.,5
035LJIKNF6,Facing frequent call drops.,5
CC4ALDKO9W,Facing frequent call drops.,4
LAPXLXY76L,Not happy with the service.,4
BAONNRNE2Q,Good network coverage.,3
7H2K5R91G9,Had trouble with international roaming.,4
WZD9VFCBDH,Facing frequent call drops.,4
Y5H9U1YVD6,Facing frequent call drops.,2
NU16GB1C4I,Not happy with the service.,2
NTS21NH14R,Satisfactory experience.,2
YTRFZJYMEE,Excellent service!,5
14A46U55WU,Facing frequent call drops.,3
Z60K28EPVE,Customer service was very helpful.,5
W0Z4Z4LQ4Q,Not happy with the service.,2
4MSZZ1I6QM,Had trouble with international roaming.,2
O972Z4CBLB,Satisfactory experience.,1
LMS9YU6GX5,Billing issues observed.,3
H6HIMPPNQW,Facing frequent call drops.,3
LCVTD9VH7N,Facing frequent call drops.,1
QA4HY9CP60,Facing frequent call drops.,3
FE34HYWMSW,Good value for money.,4
NYH8R0PV3E,Billing issues observed.,5
VA6HX22A4A,Customer service was very helpful.,1
G8QCH6IJ9F,Billing issues observed.,1
C8QF5RZ1GZ,Good value for money.,4
IS60AYEOR3,Good value for money.,1
2WHUTLHDLN,Billing issues observed.,5
UIZWXS7GKN,Excellent service!,3
2V8Q2WCU7S,Good value for money.,4
UVY4T2H7R2,4G speed is impressive.,3
5UOBAWLSYX,Customer service was very helpful.,5
RTUOE8Z12Z,Satisfactory experience.,3
JCWQSDMILI,Not happy with the service.,2
VPYBMT2RQV,Satisfactory experience.,3
9T4JGX8V4W,Good network coverage.,1
IT88WXICSA,Had trouble with international roaming.,5
Q5WVP41PJS,4G speed is impressive.,3
HMET2EY5UF,Facing frequent call drops.,3
NVRS2LZB29,Facing frequent call drops.,5
PYTD6L08D9,Had trouble with international roaming.,5
UDWQB1MZ5G,Good network coverage.,5
HWFOB4YTSO,Satisfactory experience.,5
XDZME30I1A,Satisfactory experience.,2
VQ8KUN0350,Satisfactory experience.,2
0VDOES9F68,Not happy with the service.,4
3STJY0B9XK,Good value for money.,5
HWOIFWKYJU,Satisfactory experience.,2
TJBXIO2J1Q,Satisfactory experience.,4
3FM82HRFNY,Not happy with the service.,4
CQJ9WBPPMH,Billing issues observed.,4
3VWCRPV0VI,Satisfactory experience.,3
T1QRDF7OY9,Satisfactory experience.,2
8YZ3LAYWEL,4G speed is impressive.,4
OBBBUWCLVR,Billing issues observed.,2
MODWM6RQXB,Good value for money.,4
7I7YGZTBSV,Good value for money.,4
K633PHIT5Q,Good network coverage.,1
LU3TG4INOK,Satisfactory experience.,1
YY4KQ7WKJ6,4G speed is impressive.,4
F3A2LC6CD1,Good network coverage.,5
NRREG983S5,Good network coverage.,2
TVE7MLKF6M,Facing frequent call drops.,2
C3TAJIHSXM,Satisfactory experience.,3
6TRZO5OD5G,Billing issues observed.,3
8MLVCJEUYA,4G speed is impressive.,3
EXA1N11NU7,Good network coverage.,3
2YV6TOJCFE,Satisfactory experience.,5
WQLDIWC6YY,Billing issues observed.,1
OW6B78GX27,4G speed is impressive.,3
RUUF5WQYNS,Good value for money.,4
SAEPP2YFC5,Customer service was very helpful.,5
UK5REUBEV4,4G speed is impressive.,3
PLBBR50ZMU,Good network coverage.,4
XM658UNXEN,Excellent service!,5
92X8V3GP5B,Good value for money.,3
9U6WDWVDBD,Facing frequent call drops.,2
HQDFMZ4X0C,4G speed is impressive.,5
LQ218HTJHP,Satisfactory experience.,1
YJT38O9QU9,Customer service was very helpful.,4
KTI2YC6B8H,Had trouble with international roaming.,5
6DPMLMJAKF,Satisfactory experience.,1
3V2DK5HM92,Had trouble with international roaming.,2
99LA3UGOFV,Excellent service!,5
T06ULR1R1L,Customer service was very helpful.,3
GSGXLS26G8,Good value for money.,3
EAGIPPVLKC,Good value for money.,5
CKW06ZO99O,Satisfactory experience.,1
SNPSADDFMM,Not happy with the service.,1
B0IV9NM7V1,Good network coverage.,4
T0IYYS8BVW,Good network coverage.,1
FU8G20FTLP,Facing frequent call drops.,4
HPXX7VQQUX,Good network coverage.,5
66YLWWKQ6R,Billing issues observed.,2
OQSKIR4NXR,Good value for money.,1
VV2561WH67,Excellent service!,3
CJDY0OB40E,Customer service was very helpful.,1
N6HB5EBYDY,Billing issues observed.,5
4GXPSDN9DM,Good network coverage.,3
BF4357K2BY,4G speed is impressive.,4
1EYNO1NJRN,Customer service was very helpful.,3
EUMQ81MUYN,Customer service was very helpful.,1
J7NWWSPFTF,Good network coverage.,2
QMWOZ8UOE0,Good value for money.,4
I0EMVMNLRI,Had trouble with international roaming.,2
CO2G84MMVK,Good network coverage.,4
F5AEEVF21K,Good value for money.,5
NOA2URNDM9,Customer service was very helpful.,5
V7BBZ558JS,Had trouble with international roaming.,4
OVITXDHKUV,Had trouble with international roaming.,4
BOU92KQV2A,Not happy with the service.,1
BOBD4ZG8IN,Facing frequent call drops.,3
WP5A8DTM23,Not happy with the service.,2
UA2TVB8HKA,Had trouble with international roaming.,1
C9F3F6YNW6,Not happy with the service.,2
5AW9P2L0J9,Satisfactory experience.,3
KI2GEO2XDT,Satisfactory experience.,2
BAJV5YTFSJ,Billing issues observed.,3
EARPOONHV8,Good network coverage.,4
4R8KE4BVAE,Had trouble with international roaming.,2
0RPMCK8MBT,Excellent service!,1
D5YY9GJCSH,Facing frequent call drops.,2
8PTGGXMKKM,Facing frequent call drops.,2
1A81ACPZIC,Satisfactory experience.,1
5GUZF9R2Q0,Billing issues observed.,4
F5R28FW773,4G speed is impressive.,2
82H7QCY0RG,Good value for money.,3
72N8H8QPZQ,Excellent service!,1
J6KANHUS39,Had trouble with international roaming.,3
Q6G7T0U51G,Excellent service!,4
9GRI824SFW,Excellent service!,3
IV2C7FRKJZ,Customer service was very helpful.,3
57A6QIFSR9,Excellent service!,3
9XZBVAU0CO,Good network coverage.,5
PQ04TBMG11,Billing issues observed.,2
JSWR1DO0EJ,Facing frequent call drops.,1
R79TFKV3B3,Excellent service!,3
N9B92YI8DU,Good network coverage.,5
FH28T5V59J,Good value for money.,4
OR5BAYOUVI,Billing issues observed.,3
FUCUUBCCMS,Had trouble with international roaming.,2
C04JH67ZAU,Excellent service!,5
QCU15DMNHL,Excellent service!,4
QORGNB0CZO,Satisfactory experience.,2
HHEUSZ2BGV,Had trouble with international roaming.,3
LDXRTRUR45,Facing frequent call drops.,5
ULMOTMVISO,Excellent service!,3
GT2J0BPSLG,Billing issues observed.,2
G30U0F8N5M,Not happy with the service.,5
3H9YJPT2UY,Not happy with the service.,3
7MXTHBZQTN,Good value for money.,3
N5F6P740Z7,Facing frequent call drops.,5
H7E20I4ABD,4G speed is impressive.,3
29U8L1E1XJ,Customer service was very helpful.,3
E60HOWN25E,Satisfactory experience.,5
I7Y0GCHR4L,Good value for money.,2
0NP4VAKI5M,Not happy with the service.,4
SQ0T3JBGZ7,Good network coverage.,4
8HW7QKKJH9,Customer service was very helpful.,4
0BM2WOSMJI,Excellent service!,5
CUKSJB58I3,Billing issues observed.,4
BJQJFB0B1D,Satisfactory experience.,2
GGI8IYXDMS,Customer service was very helpful.,1
JXZSSEBU9S,Billing issues observed.,2
69KWQSW770,4G speed is impressive.,3
MOBJAMICST,Not happy with the service.,3
65LF7DB4SZ,Good network coverage.,2
5RQGKW320Z,Had trouble with international roaming.,5
08K6S4C4M4,Facing frequent call drops.,4
X1UE5P3K00,Good network coverage.,5
BRTRN18SB5,Not happy with the service.,2
A7AVHAUZ0I,Billing issues observed.,4
5ARPBIWEGL,4G speed is impressive.,3
00RTE5WMAY,Good value for money.,1
HPZWM5ZZ9P,Excellent service!,4
QVDI0L2EDG,Had trouble with international roaming.,5
JH08P7WCBY,Facing frequent call drops.,5
WGFLB2GZVT,4G speed is impressive.,5
OUSDMPOT3C,4G speed is impressive.,3
DX0R2906Z6,Customer service was very helpful.,3
TKW5ESSXT9,Had trouble with international roaming.,5
